species	pathway	partial_spearman_rho_study_adjusted	partial_spearman_p	partial_spearman_fdr_q	response_effect_vector_spearman_rho	common_effect_studies	response_effect_sign_agreement	concordant_positive	concordant_inverse
species:Parabacteroides distasonis	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	-0.010190505035697663	0.8673812320257303	0.9418023777518989	0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-5675: nitrate reduction V (assimilatory)	0.052810478947895395	0.3865142316192348	0.6330051412591193	-0.7999999999999999	5	0.2	0	0
species:Parabacteroides distasonis	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	-0.04370175974624757	0.4737205081849989	0.7055135304020441	-0.30000000000000004	5	0.2	0	0
species:Parabacteroides distasonis	PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.04329810119052564	0.47781889844260894	0.7084643074820007	0.5	5	0.4	0	0
species:Parabacteroides distasonis	PWY-7560: methylerythritol phosphate pathway II	-0.1917701916659645	0.0015147999246820775	0.016248563755973323	0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	-0.06879764308590205	0.25904346565891784	0.506113137663602	-0.7999999999999999	5	0.4	0	0
species:Parabacteroides distasonis	PWY-7385: 1,3-propanediol biosynthesis (engineered)	0.03560552568952445	0.5594782462158034	0.767487148158134	0.4	5	0.2	0	0
species:Parabacteroides distasonis	PWY-6803: phosphatidylcholine acyl editing	0.03461251919294956	0.5704898554576441	0.7746350229288627	-0.30000000000000004	5	0.2	0	0
species:Parabacteroides distasonis	PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	-0.20384332381838569	0.0007363194903984563	0.009529005665791117	0.4	5	0.6	0	0
species:Parabacteroides distasonis	PWY-6731: starch degradation III	-0.10554909336854441	0.08285182953760886	0.2548546448948923	0.30000000000000004	5	0.6	0	0
species:Parabacteroides distasonis	PWY-4702: phytate degradation I	-0.020631874353685988	0.7352806295567419	0.8747710162710192	-0.30000000000000004	5	0.2	0	0
species:Parabacteroides distasonis	PWY-2723: trehalose degradation V	-0.21079525596902113	0.0004768716403761204	0.0068972215592939135	0.4	5	0.6	0	0
species:Parabacteroides distasonis	PWY66-389: phytol degradation	0.01663456734906981	0.7851663887129414	0.9011757982904565	-0.6	5	0.6	0	0
species:Parabacteroides distasonis	PWY-7392: taxadiene biosynthesis (engineered)	0.08260773731610445	0.1751222010325448	0.40271632218962844	0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-6270: isoprene biosynthesis I	-0.19527905175207946	0.0012335729645068178	0.013934819538222749	0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation	0.09565834551509839	0.11616851192658399	0.3144010105807977	-0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-5367: petroselinate biosynthesis	-0.0634104891192984	0.2982979385618327	0.5486493275910674	-1.0125574449829841e-18	5	0.4	0	0
species:Parabacteroides distasonis	PWY0-42: 2-methylcitrate cycle I	0.020964942068659034	0.7311704639441485	0.8726760786566233	-1.0125574449829841e-18	5	0.2	0	0
species:Parabacteroides distasonis	PWY-5747: 2-methylcitrate cycle II	0.017967125964420023	0.7684272010645641	0.892601715481046	-0.3	5	0.0	0	0
species:Parabacteroides distasonis	P122-PWY: heterolactic fermentation	-0.05567164880354561	0.3612725338896403	0.6107601177551448	-0.30000000000000004	5	0.2	0	0
species:Parabacteroides distasonis	PWY-7209: superpathway of pyrimidine ribonucleosides degradation	-0.06028281663932687	0.3228135045463897	0.5741282518970194	-1.0125574449829841e-18	5	0.2	0	0
species:Parabacteroides distasonis	AST-PWY: L-arginine degradation II (AST pathway)	0.04591242321417209	0.4516198336107759	0.6884643869881795	-0.3	5	0.0	0	0
species:Parabacteroides distasonis	PWY-5656: mannosylglycerate biosynthesis I	0.062280521054498675	0.3070083162768257	0.5577119752938583	0.6	5	0.4	0	0
species:Parabacteroides distasonis	PWY-7046: 4-coumarate degradation (anaerobic)	-0.09408490801745997	0.12232134784621283	0.3246737308014224	0.2	5	0.4	0	0
species:Parabacteroides distasonis	ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.018497364263441986	0.7617957833325588	0.8890602732045723	-0.5	5	0.0	0	0
species:Parabacteroides distasonis	ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0.018497364263441986	0.7617957833325588	0.8890602732045723	-0.5	5	0.0	0	0
species:Parabacteroides distasonis	PWY-5005: biotin biosynthesis II	0.11139908483531405	0.06708757278912061	0.22247085554938684	0.4	5	0.8	0	0
species:Parabacteroides distasonis	PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	-0.08522091870241351	0.16182052918913425	0.38348688480148513	-0.1	5	0.4	0	0
species:Parabacteroides distasonis	PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	-0.01553871477162453	0.7990069511912959	0.9082905885554208	-0.30000000000000004	5	0.0	0	0
species:Parabacteroides distasonis	HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	-0.012305529294069095	0.8401936059997603	0.9282482337520627	-0.30000000000000004	5	0.0	0	0
species:Parabacteroides distasonis	PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	-0.012305529294069095	0.8401936059997603	0.9282482337520627	-0.3	5	0.0	0	0
species:Parabacteroides distasonis	PWY-622: starch biosynthesis	-0.23733432095544477	7.964194527733425e-05	0.0017117629274897475	0.2	5	0.4	0	0
species:Parabacteroides distasonis	PWY-5994: palmitate biosynthesis I (animals and fungi)	0.08978963942771333	0.14040864560967964	0.3519065398300983	-1.0125574449829841e-18	5	0.4	0	0
species:Firmicutes bacterium CAG:83	PWY-1042: glycolysis IV (plant cytosol)	0.014391769316026233	0.8135603080817148	0.9158043498447603	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6737: starch degradation V	0.06579628919909497	0.28045094156645434	0.5299284389408003	0.39999999999999997	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5686: UMP biosynthesis	0.04062953667438905	0.5053919175852379	0.7294600437006724	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.05879044962158687	0.33495890857588806	0.5855846342579912	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.05801789523140342	0.3413597422390019	0.5917039596686916	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	-0.016784974257986886	0.7832719109629444	0.9003128186033682	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	CALVIN-PWY: Calvin-Benson-Bassham cycle	-0.02723726388976709	0.6553139661812236	0.8284213612608254	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	-0.06102407947955645	0.31688836651201896	0.5680847318473565	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.04573637809323576	0.4533582798006072	0.6897676848476647	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	-0.05009141563120947	0.41146808297007	0.6555911744158771	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7111: pyruvate fermentation to isobutanol (engineered)	-0.02863250722443751	0.6388780627282267	0.8181705050006606	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	VALSYN-PWY: L-valine biosynthesis	-0.05009141563120947	0.41146808297007	0.6555911744158771	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ARO-PWY: chorismate biosynthesis I	-0.013301086835980242	0.8274594691774328	0.9221088548939844	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.050903553651444264	0.4039170197195177	0.6490573027229238	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.055241820824717604	0.3649975055758435	0.6141376747185648	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6609: adenine and adenosine salvage III	0.03112318606993257	0.6099760630293857	0.8007786352601394	0.39999999999999997	5	0.6	0	0
species:Firmicutes bacterium CAG:83	TRNA-CHARGING-PWY: tRNA charging	0.08044317990384167	0.18674112567001308	0.4186155159843778	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.002573654695201918	0.9663616360459628	0.9857475017667461	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.006849633887037594	0.9106336636377084	0.9622893933365475	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	-0.0041945295028974995	0.9452031093255351	0.9765214983490269	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.007235087223299938	0.9056274637402364	0.9600595308311999	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.06912204042851194	0.25679896978223254	0.5037451948168221	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	-0.05519950233339933	0.36536553127086263	0.6144522022089131	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	-0.05519950233339933	0.36536553127086263	0.6144522022089131	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0491747178012825	0.42009061856918317	0.6625802852680027	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	-0.0374629171746405	0.5391608969108816	0.7536313762259701	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-3841: folate transformations II	0.024610832214555758	0.6867026782163433	0.8466085539851217	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6151: S-adenosyl-L-methionine cycle I	0.03187129457106302	0.6014090835571438	0.794832730885337	0.39999999999999997	5	0.6	0	0
species:Firmicutes bacterium CAG:83	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	-0.031997716314449066	0.5999667121144479	0.7938652673537611	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5097: L-lysine biosynthesis VI	0.00793126687189656	0.8965951817852595	0.9558050558315558	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.001560307245276839	0.9796025602200801	0.9911276086392705	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	GLUTORN-PWY: L-ornithine biosynthesis	0.027635929612976746	0.6506002842046138	0.8252006527346157	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6700: queuosine biosynthesis	0.04910907260990417	0.42071210669053843	0.6630732637139887	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5103: L-isoleucine biosynthesis III	0.012392448341079998	0.8390801186677223	0.9279794731175761	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5667: CDP-diacylglycerol biosynthesis I	-0.003059793907262619	0.9600125370563891	0.983130861754897	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY0-1319: CDP-diacylglycerol biosynthesis II	-0.0033111967549074887	0.9567301171323114	0.9817857373896223	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-4242: pantothenate and coenzyme A biosynthesis III	0.01602964027147672	0.7927985388371461	0.9050253010667727	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.023620796208365137	0.698679212547551	0.8541036557759135	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	COA-PWY: coenzyme A biosynthesis I	0.021432568348465693	0.725412751218616	0.8693691668651362	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-2942: L-lysine biosynthesis III	-0.030516586172107153	0.6169618577581878	0.804937231026144	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	-0.10512072441098945	0.08411465063528614	0.2572760586487019	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	-0.0026868524404912732	0.9648830411972891	0.9852220709009347	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	HISTSYN-PWY: L-histidine biosynthesis	-0.016332625108352324	0.7889733694637806	0.9030608962693407	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY0-1296: purine ribonucleosides degradation	0.0025026246835172755	0.9672894928107094	0.9861549274816058	0.39999999999999997	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-6123: inosine-5'-phosphate biosynthesis I	-0.06362465065444393	0.29666575689023955	0.5470123406855145	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	-0.07452924251703491	0.22135368793998247	0.46261352829095204	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY66-422: D-galactose degradation V (Leloir pathway)	-0.025147156389966854	0.6802470104165895	0.8427903581559081	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.06749376822085358	0.2682010620530795	0.5164941550788009	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	-0.08314234647722249	0.17233694275313952	0.3985335180380697	0.9	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.012768144891015788	0.8342709219897384	0.9254091351673209	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	HSERMETANA-PWY: L-methionine biosynthesis III	0.013359103680250374	0.8267187330878896	0.921806329729612	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6124: inosine-5'-phosphate biosynthesis II	-0.07085983593470571	0.24500397962799902	0.4896988693855398	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	-0.0677801556702518	0.2661709439275945	0.5143041074865194	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	-0.11396784548483065	0.06098775509457399	0.20958942805531836	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PANTO-PWY: phosphopantothenate biosynthesis I	0.0001498170739842463	0.9980412750289261	0.9993532893680477	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.04411698798710122	0.4695247828454806	0.7023278445565521	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	TRPSYN-PWY: L-tryptophan biosynthesis	0.001456897875626778	0.9809541362165836	0.9917691847982324	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-3001: superpathway of L-isoleucine biosynthesis I	-0.03248184353168139	0.5944576576750861	0.7904666112153156	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	-0.056549694203379935	0.3537372150538561	0.6033851875840665	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6168: flavin biosynthesis III (fungi)	-0.007320063412708143	0.9045243024654228	0.9594191272729513	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6936: seleno-amino acid biosynthesis	-0.08010659730045144	0.1885975619557208	0.42100350104525885	0.39999999999999997	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-1861: formaldehyde assimilation II (RuMP Cycle)	0.02058086632346607	0.735910754976731	0.8750883202598697	0.3	5	0.4	0	0
species:Firmicutes bacterium CAG:83	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.010423719333664195	0.8643751020341505	0.9403398751366363	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6317: galactose degradation I (Leloir pathway)	-0.0393944507189258	0.5184298942923625	0.7389905453691771	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-5100: pyruvate fermentation to acetate and lactate II	-0.09812916962460616	0.1069977687328906	0.2991145024655588	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-7199: pyrimidine deoxyribonucleosides salvage	0.07077391850046374	0.24557809525524973	0.4902236320913348	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	-0.0006162858493526093	0.9919427388749115	0.9968679918445797	0.9	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5104: L-isoleucine biosynthesis IV	0.036030754078702	0.5547943867664834	0.7642641555090874	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6892: thiazole biosynthesis I (E. coli)	-0.046172112256727495	0.4490622612214941	0.68614036826339	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6527: stachyose degradation	-0.024137467355564643	0.692419472708771	0.8504820226057447	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-7237: myo-, chiro- and scillo-inositol degradation	0.0258271802875543	0.6720950848875907	0.8382676153339599	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	THRESYN-PWY: superpathway of L-threonine biosynthesis	-0.09808285256570239	0.10716427159554276	0.299408890872644	0.10000000000000003	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	-0.15717004507342117	0.009555525701596514	0.061777392302214906	0.20000000000000004	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	-0.15717004507342117	0.009555525701596514	0.061777392302214906	0.20000000000000004	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ANAEROFRUCAT-PWY: homolactic fermentation	-0.04434404314383053	0.4672391444028997	0.700352071748973	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6897: thiamin salvage II	0.018462488720541036	0.7622314257239949	0.889327704916594	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	0.09809277284741842	0.10712859250810591	0.29935690174671786	0.9	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	0.03523178637706859	0.563610648106911	0.7701059503300494	0.7000000000000001	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-5973: cis-vaccenate biosynthesis	0.0055430393865981385	0.9276285845566864	0.9688778659374603	0.9	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6703: preQ0 biosynthesis	0.06849674087582099	0.26113744856405524	0.5083283173523996	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	-0.05259154704723722	0.388488784431318	0.6347904866725076	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	-0.14368268500804662	0.017948678279820916	0.09502900888180812	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	0.08819886886116367	0.14760344882244117	0.36243444213157705	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-621: sucrose degradation III (sucrose invertase)	-0.07217683215884692	0.23632062576296253	0.4798930719198591	0.9	5	1.0	0	0
species:Firmicutes bacterium CAG:83	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	-0.13203940784259788	0.029771367272344616	0.13295824496159236	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	GLUCONEO-PWY: gluconeogenesis I	0.07899857203272209	0.19480450880226816	0.4286457187847574	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7663: gondoate biosynthesis (anaerobic)	0.013326913787298077	0.8271297020007489	0.9219478226574669	0.7999999999999999	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	-0.09755113913616698	0.10909035598855717	0.30268184150028066	0.6000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	-0.037830459512117665	0.5351844960666128	0.7507164322086336	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	-0.11958468400062201	0.04923220620402135	0.18368507343956503	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.026864204454469125	0.6597372963738936	0.8312108667970641	0.7	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY66-400: glycolysis VI (metazoan)	-0.014335177454045722	0.8142800948328012	0.9161341425970921	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	-0.03421530123554088	0.5749232412610131	0.7776277500030728	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	METSYN-PWY: L-homoserine and L-methionine biosynthesis	-0.03516131885092134	0.5643914371121969	0.7706157529664723	0.7000000000000001	5	0.8	0	0
species:Firmicutes bacterium CAG:83	LACTOSECAT-PWY: lactose and galactose degradation I	-0.010313208607171323	0.8657993436231946	0.9409663488443252	1.0125574449829841e-18	5	0.2	0	0
species:Firmicutes bacterium CAG:83	PWY-6353: purine nucleotides degradation II (aerobic)	0.08797911026499507	0.14861902272530775	0.36385350696582486	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.10368607048876985	0.0884571715623976	0.2659187606009762	1.0	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-6305: putrescine biosynthesis IV	0.1875742852462265	0.0019276346991443827	0.019468438017375127	1.0	5	0.8	1	0
species:Firmicutes bacterium CAG:83	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	-0.002975931332277345	0.9611076343425974	0.9836544933589842	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	-0.08466372099622024	0.16459118042662083	0.3875610628726393	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	-0.19164403902486418	0.0015259267463098483	0.016335151951664188	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6608: guanosine nucleotides degradation III	-0.010835205625146446	0.8590758315952037	0.9376537114265588	0.6	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.009780637228575135	0.8726690220417128	0.9445141488708633	0.9	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7234: inosine-5'-phosphate biosynthesis III	0.009999115097014465	0.8698496739958576	0.9431721273781617	0.9	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.05240776528294584	0.39015102430074433	0.6361431451850834	1.0	5	0.8	1	0
species:Firmicutes bacterium CAG:83	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	-0.0005323393075024947	0.9930402179179753	0.9972335415591543	1.0	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY0-1261: anhydromuropeptides recycling	0.07652220561287437	0.20921256303348795	0.44735973474455704	1.0	5	0.8	1	0
species:Firmicutes bacterium CAG:83	PWY-5484: glycolysis II (from fructose 6-phosphate)	-0.01719279630452641	0.7781415692198189	0.8976490712157476	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.01442587973332492	0.8131265363583022	0.9154986264197323	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	-0.18643238729094533	0.002056542704905859	0.020419351789093213	0.5	5	0.6	0	0
species:Firmicutes bacterium CAG:83	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	-0.05021070341496528	0.4103537835197224	0.6545443912791549	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.09752967661151572	0.10916866996777726	0.30281133545404515	1.0	5	0.6	0	0
species:Firmicutes bacterium CAG:83	RHAMCAT-PWY: L-rhamnose degradation I	-0.035789400027128694	0.5574505438705607	0.766180673594686	0.7	5	0.8	0	0
species:Firmicutes bacterium CAG:83	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	-0.005378818211970832	0.9297671008710581	0.9697816702291732	1.0	5	0.8	0	0
species:Firmicutes bacterium CAG:83	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.13485621501194797	0.026425430165334114	0.12298410603063133	1.0	5	1.0	1	0
species:Firmicutes bacterium CAG:83	PWY-5177: glutaryl-CoA degradation	0.16343771197580348	0.007012689396457597	0.04980677570770444	0.3	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	-0.06040025000210918	0.3218700652931805	0.5731691369973296	0.3	5	0.4	0	0
species:Firmicutes bacterium CAG:83	METH-ACETATE-PWY: methanogenesis from acetate	-0.04456849999301876	0.46498570479127826	0.6986297435660754	0.7000000000000001	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWY66-399: gluconeogenesis III	0.14349595284831812	0.018099946115027892	0.0955778563739652	1.0	5	1.0	1	0
species:Firmicutes bacterium CAG:83	P441-PWY: superpathway of N-acetylneuraminate degradation	0.04350495156173268	0.4757163186845592	0.7067996322630443	0.6	5	0.6	0	0
species:Firmicutes bacterium CAG:83	PWYG-321: mycolate biosynthesis	0.02957457151275561	0.6278788797314963	0.8118032157210183	-0.2	5	0.4	0	0
